"Title","Authors","Link","Year","Source title","Abstract","Author Keywords","Sponsors","Publisher","Conference name","Conference date","Conference location","Conference code","Document Type","Source"
"A two-stage service matching algorithm based on genetic algorithm","Wang B., Ma Y., Duan Y.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052795442&partnerID=40&md5=0b53a63bbe153b06a2003d2cd41f8978",2011,"Journal of Computational Information Systems","Dynamic service composition is an important research area which aims at supporting reusability and interoperability for service composition. And service matching is one of the important steps. Completely intelligent service composition is extremely complicated. Therefore, many researches focus on local matching method. But this idea is usually not practical because the parameter and situation will be more complex in reality than in experiment. Others propose global service match algorithm which is effective, but they solve the problem just from QoS point of view which is not intelligent enough. This paper proposes a two-stage service match algorithm. In the first stage, we improved classic service semantic matching algorithm to match the interface parameter with service function. And then, genetic algorithm with multi-target and QoS constraints is used to global semantic match. Experiment show this method is available and effective. Â© 2005 by Binary Information Press.","Genetic algorithm; Service matching; Two-stage matching",,,,,,,"Article","Scopus"
"Recommending API methods based on identifier contexts","Heinemann L., Hummel B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960567215&doi=10.1145%2f1985429.1985430&partnerID=40&md5=a529fdbd6eca27b844fd2b42d4ecf728",2011,"Proceedings - International Conference on Software Engineering","Reuse recommendation systems suggest functions or code snippets that are useful for the programming task at hand within the IDE. These systems utilize different aspects from the context of the cursor position within the source file being edited for inferring which functionality is needed next. Current approaches are based on structural information like inheritance relations or type/method usages. We propose a novel method that utilizes the knowledge embodied in the identifiers as a basis for the recommendation of API methods. This approach has the advantage that relevant recommendations can also be made in cases where no methods are called in the context or if contexts use distinct but semantically similar types or methods. First experiments show, that the correct method is recommended in about one quarter to one third of the cases. Â© 2011 ACM.","recommendation system; software reuse","ACM SIGSOFT;IEEE CS",,"3rd International Workshop on Search-Driven Development: Users, Infrastructure, Tools, and Evaluation, SUITE 2011, Co-located with ICSE 2011","28 May 2011 through 28 May 2011","Waikiki, Honolulu, HI",85672,"Conference Paper","Scopus"
"SMaRT: A Workbench for reporting the monitorability of services from SLAs","Foster H., Spanoudakis G.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959584701&doi=10.1145%2f1985394.1985400&partnerID=40&md5=523d8c236120892aafdfa018b5ae335c",2011,"Proceedings - International Conference on Software Engineering","Service Level Agreements (SLAs) for Software Services aim to clearly identify the service level commitments established between service requesters and providers. A dynamic configuration for the monitoring of these SLAs provides the opportunity for service monitor providers to offer and release monitoring infrastructures for different types of services. Whilst there has been work on automating this monitor matching and configuration, additional support may be needed in the negotiation and provision of monitors for which the current monitoring infrastructure does not provide suitable SLA term monitors. In this paper we describe an approach to effectively report and assist service monitoring support groups in managing this provision. The approach described is illustrated with mechanical support in the form of a SMaRT Workbench Eclipse IDE plug-in for reporting on the monitorability of SLAs for service monitoring infrastructures. Â© 2011 ACM.","Monitorability assessment; Monitoring capabilities; Run-time SLA monitoring","ACM SIGSOFT;IEEE CS",,"3rd International Workshop on Principles of Engineering Service-Oriented Systems, PESOS 2011, Co-located with ICSE 2011","23 May 2011 through 24 May 2011","Waikiki, Honolulu, HI",85275,"Conference Paper","Scopus"
"Intelligent software development environments: Integrating natural language processing with the eclipse platform","Witte R., Sateli B., Khamis N., Rilling J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957950356&doi=10.1007%2f978-3-642-21043-3-49&partnerID=40&md5=8e84a1191dbb2881010b16d4e3532669",2011,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","Software engineers need to be able to create, modify, and analyze knowledge stored in software artifacts. A significant amount of these artifacts contain natural language, like version control commit messages, source code comments, or bug reports. Integrated software development environments (IDEs) are widely used, but they are only concerned with structured software artifacts - they do not offer support for analyzing unstructured natural language and relating this knowledge with the source code. We present an integration of natural language processing capabilities into the Eclipse framework, a widely used software IDE. It allows to execute NLP analysis pipelines through the Semantic Assistants framework, a service-oriented architecture for brokering NLP services based on GATE. We demonstrate a number of semantic analysis services helpful in software engineering tasks, and evaluate one task in detail, the quality analysis of source code comments. Â© 2011 Springer-Verlag.",,"Canadian Artificial Intelligence Association (CAIAC);Memorial University;Compusult;Palomino System Innovations Inc.;University of Regina",,"24th Canadian Conference on Artificial Intelligence, AI 2011, Collocated with the 37th Graphics Interface Conference, GI 2011 and 8th Canadian Conference on Computer and Robot Vision, CRV 2011","25 May 2011 through 27 May 2011","St. John's, NL",85054,"Conference Paper","Scopus"
"Not my bug! and other reasons for software bug report reassignments","Guo P.J., Zimmermann T., Nagappan N., Murphy B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955128266&doi=10.1145%2f1958824.1958887&partnerID=40&md5=e970bfe1e04289c2ed30a4fc9e24faea",2011,"Proceedings of the ACM Conference on Computer Supported Cooperative Work, CSCW","Bug reporting/fixing is an important social part of the software development process. The bug-fixing process inherently has strong inter-personal dynamics at play, especially in how to find the optimal person to handle a bug report. Bug report reassignments, which are a common part of the bug-fixing process, have rarely been studied. In this paper, we present a large-scale quantitative and qualitative analysis of the bug reassignment process in the Microsoft Windows Vista operating system project. We quantify social interactions in terms of both useful and harmful reassignments. For instance, we found that reassignments are useful to determine the best person to fix a bug, contrary to the popular opinion that reassignments are always harmful. We categorized five primary reasons for reassignments: finding the root cause, determining ownership, poor bug report quality, hard to determine proper fix, and workload balancing. We then use these findings to make recommendations for the design of more socially-aware bug tracking systems that can overcome some of the inefficiencies we observed in our study. Copyright 2011 ACM.","Bug reassignment; Bug tracking; Bug triaging","SIGCHI",,"ACM 2011 Conference on Computer Supported Cooperative Work, CSCW 2011","19 March 2011 through 23 March 2011","Hangzhou",84592,"Conference Paper","Scopus"
"AskHERMES: An online question answering system for complex clinical questions","Cao Y., Liu F., Simpson P., Antieau L., Bennett A., Cimino J.J., Ely J., Yu H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952770126&doi=10.1016%2fj.jbi.2011.01.004&partnerID=40&md5=666f1d30c9842fdabb0341dde7c155dc",2011,"Journal of Biomedical Informatics","Objective: Clinical questions are often long and complex and take many forms. We have built a clinical question answering system named AskHERMES to perform robust semantic analysis on complex clinical questions and output question-focused extractive summaries as answers. Design: This paper describes the system architecture and a preliminary evaluation of AskHERMES, which implements innovative approaches in question analysis, summarization, and answer presentation. Five types of resources were indexed in this system: MEDLINE abstracts, PubMed Central full-text articles, eMedicine documents, clinical guidelines and Wikipedia articles. Measurement: We compared the AskHERMES system with Google (Google and Google Scholar) and UpToDate and asked physicians to score the three systems by ease of use, quality of answer, time spent, and overall performance. Results: AskHERMES allows physicians to enter a question in a natural way with minimal query formulation and allows physicians to efficiently navigate among all the answer sentences to quickly meet their information needs. In contrast, physicians need to formulate queries to search for information in Google and UpToDate. The development of the AskHERMES system is still at an early stage, and the knowledge resource is limited compared with Google or UpToDate. Nevertheless, the evaluation results show that AskHERMES' performance is comparable to the other systems. In particular, when answering complex clinical questions, it demonstrates the potential to outperform both Google and UpToDate systems. Conclusions: AskHERMES, available at http://www.AskHERMES.org, has the potential to help physicians practice evidence-based medicine and improve the quality of patient care. Â© 2011 Elsevier Inc.","Answer presentation; Clinical question answering; Passage retrieval; Question analysis; Summarization",,,,,,,"Article","Scopus"
"ISENGARD: An infrastructure for supporting e-Science and grid application development","Kurniawan D., Abramson D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951765106&doi=10.1002%2fcpe.1662&partnerID=40&md5=fcdfc451bfa2540d9c306bb88a6b2535",2011,"Concurrency Computation Practice and Experience","Grid computing facilitates the aggregation and coordination of resources that are distributed across multiple administrative domains for large-scale and complex e-Science experiments. Writing, deploying, and testing grid applications over highly heterogeneous and distributed resources are complex and challenging. The process requires grid-enabled programming tools that can handle the complexity and scale of the infrastructure. However, while a large amount of research has been undertaken into grid middleware, little work has been directed specifically at the area of grid application development tools. This paper presents the design and implementation of ISENGARD, an infrastructure for supporting e-Science and grid application development. ISENGARD provides services, tools, and APIs that simplify grid software development. Â© 2010 John Wiley & Sons, Ltd.","application development; grid computing; IDE",,,,,,,"Article","Scopus"
"The problem of understanding","Porzel R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650839790&doi=10.1007%2f978-3-642-17396-7-1&partnerID=40&md5=51504d225ee3f33291339cf744665c00",2011,"Cognitive Technologies","Reading the Chung Tzu quote presented above one might initially get the impression that it would suffice to specify the meaning of words in some way then string those meanings together and the problem of language understanding would be solved once and for all. However, as in his paradoxical remark there is a catch which has confounded researchers for some time and thwarted numerous attempts in artificial intelligence research to build systems that interact with humans via natural language. This catch - as will be claimed in this book - has its origin in the inherent context-dependency of natural language use or the use for any other human communicative signals such as gestures or facial expressions for that matter. Â© 2011 Springer-Verlag.",,,,,,,,"Conference Paper","Scopus"
"A feature modelling framework for ubiquitous embodied learning games","Zualkernan I.A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052764352&doi=10.3233%2f978-1-60750-831-1-198&partnerID=40&md5=49c98375066c146eee3fb5a3d8c80c74",2011,"Frontiers in Artificial Intelligence and Applications","Embodied Ubiquitous Learning Games (UELG) represent a new genre of technology-enhanced education in which learners interact with augmented physical environment to learn. The embodiment in such games comes from instrumented clothes based on e-Textiles incorporating sensors, actuators and low-power wireless modules. Designing and building such ubiquitous systems requires a complex interplay of conventional and embedded hardware and software co-design that includes novel elements like e-Textiles. In order to reduce the cost and shorten the development life-cycle this paper proposes the use of Software Product Lines (SPL). Towards this end, this paper borrows ideas from Architecture to present and apply a framework for constructing feature models for a Software Product Line for ULEG. The framework explicitly uses different types of features related to pedagogy, technology and domain of learning. A family of UELG based on a combination of problem posing and problem solving is used as an example to explain various components of the framework. Â© 2011 The authors and IOS Press. All rights reserved.","e-Textiles; Embodied Learning; Feature Models; Game-based Learning; Software Product Line; Ubiquitous Learning",,"IOS Press",,,,,"Article","Scopus"
"Knowledge Annotation: Making Implicit Knowledge Explicit","Dingli A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885633863&doi=10.1007%2f978-3-642-20323-7&partnerID=40&md5=dd55f5777694e33e6fe93638e0d079af",2011,"Intelligent Systems Reference Library","[No abstract available]",,,"Springer Science and Business Media Deutschland GmbH",,,,,"Article","Scopus"
"IDE 2.0: Collective intelligence in software development","Bruch M., Bodden E., Monperrus M., Mezini M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951595779&doi=10.1145%2f1882362.1882374&partnerID=40&md5=9f3918f34c6c7dd73e2749347374c6a7",2010,"Proceedings of the FSE/SDP Workshop on the Future of Software Engineering Research, FoSER 2010","Today's Integrated Development Environments (IDEs) only integrate the tools and knowledge of a single user and workstation. This neglects the fact that the way in which we develop and maintain a piece of software and interact with our IDE provides a rich source of information that can help ourselves and other programmers to avoid mistakes in the future, or improve productivity otherwise. We argue that, in the near future, IDEs will undergo a revolution that will significantly change the way in which we develop and maintain software, through integration of collective intelligence, the knowledge of the masses. We describe the concept of an IDE based on collective intelligence and discuss three example instantiations of such IDEs. Copyright 2010 ACM.","Collective intelligence; IDE 2.0; Software development","ACM Special Interest Group on Software Engineering (SIGSOFT)",,"FSE/SDP Workshop on the Future of Software Engineering Research, FoSER 2010","7 November 2010 through 11 November 2010","Santa Fe, NM",83792,"Conference Paper","Scopus"
"Speculative analysis: Exploring future development states of software","Brun Y., Holmesy R., Ernst M.D., Notkin D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951608218&doi=10.1145%2f1882362.1882375&partnerID=40&md5=5aaf40703e56e2fe5af123ef65699142",2010,"Proceedings of the FSE/SDP Workshop on the Future of Software Engineering Research, FoSER 2010","Most software tools and environments help developers analyze the present and past development states of their software systems. Few approaches have investigated the potential consequences of future actions the developers may perform. The commoditization of hardware, multi-core architectures, and cloud computing provide new potential for delivering apparently-instantaneous feedback to developers, informing them of the effects of changes that they may be considering to the software. For example, modern IDEs often provide ""quick fix"" suggestions for resolving compilation errors. Developers must scan this list and select the option they think will resolve the problem. Instead, we propose that the IDE should speculatively perform each of the suggestions in the background and provide information that helps developers select the best option for the given context. We believe the feedback enabled by speculative operations can improve developer productivity and software quality. Copyright 2010 ACM.","Developer awareness; IDE; Quick fix; Recommender system; Speculation; Version control","ACM Special Interest Group on Software Engineering (SIGSOFT)",,"FSE/SDP Workshop on the Future of Software Engineering Research, FoSER 2010","7 November 2010 through 11 November 2010","Santa Fe, NM",83792,"Conference Paper","Scopus"
"Automatic programming assessment and test data generation: A review on its approaches","Romli R., Sulaiman S., Zamli K.Z.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049378289&doi=10.1109%2fITSIM.2010.5561488&partnerID=40&md5=d67f594dda7185bc1e746723293f25de",2010,"Proceedings 2010 International Symposium on Information Technology - System Development and Application and Knowledge Society, ITSim'10","Automatic programming assessment has recently become an important method in assisting lecturers and instructors of programming courses to automatically mark and grade students' programming exercises as well as to provide useful feedbacks on students' programming solutions. As part of the method, test data generation process plays as an integral part to perform a dynamic testing on students' programs. To date, various automated methods for test data generation particularly in software testing field are available. Unfortunately, they are seldom used in the context of automatic programming assessment research area. Nevertheless, there have been limited studies taking a stab to integrate both of them due to more useful features and to include a better quality program testing coverage. Thus, this paper provides a review on approaches that have been implemented in various studies with regard to automatic programming assessment, test data generation and integration of both of them. This review is aimed at gathering different techniques that have been employed to forward an interested reader the starting points for finding further information regarding its trends. In addition, the result of the review reveals the main gap that exists within the context of the considered areas which contributes to our main research topic of interest. Â© 2010 IEEE.","Automatic programming assessment; Program testing; Test data generation","IEEE",,"2010 International Symposium on Information Technology, ITSim'10","15 June 2010 through 17 June 2010","Kuala Lumpur",81915,"Conference Paper","Scopus"
"FoodManager: A cooking, eating and appliance controlling support system for the elderly","Iglesias R., Ibarguren I., De Segura N.G., Ugalde J., Coello L., Iturburu M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956277869&doi=10.1145%2f1839294.1839340&partnerID=40&md5=023581378baecf8f97d96522db01afe9",2010,"ACM International Conference Proceeding Series","These days, many support systems are being developed to improve independence and quality of life of elderly and impaired people at home. Most of them have been hitherto focused on providing home healthcare-related services, and little attention has been paid to cooking and eating activities. On the one hand, the role of supporting eating activities is likely to become increasingly important. Since old age is often associated with memory impairments, it would be useful to provide them with menus including a variety of healthier meals. Furthermore, it is of paramount importance that these suggested meals are built up based on disease pathologies, health condition and user preferences. On the other hand, comprehensive cooking guidelines and food and shopping list handling are also needed. With regard to cooking directions, it seems desirable that users do not need to manage complex household appliances like the oven. This can be achievable thanks to the technologies developed in the area of Home Automation. In this paper, a cooking support system, namely FoodManager, is discussed. This was designed and developed to deal with all the requirements described above. Its interface design and navigation was specially designed for the elderly. Testing performed with ten elderly people (ages from 58 to 81) provided some understanding about its usability and simplicity to use. Copyright Â© 2010 ACM.","Ambient assisted living; Cooking; Eating; Elderly people; Smart","Natl. Sci. Found. (NSF), CISE-Hum. Cent. Comput.;Univ. Cent. Greece (Comput. Sci. Biomed. Informatics Dept);University of the Aegean;Technol. Educ. Inst. Athens (Dep. Informatics);DEMOKRITOS National Center for Scientific Research (NCSR)",,"3rd International Conference on PErvasive Technologies Related to Assistive Environments, PETRA 2010","23 June 2010 through 25 June 2010","Pythagorion, Samos",81604,"Conference Paper","Scopus"
"Semi-formal transformation of secure business processes into analysis class and use case models: An MDA approach","RodrÃ­guez A., GuzmÃ¡n I.G.-R.d., FernÃ¡ndez-Medina E., Piattini M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953671395&doi=10.1016%2fj.infsof.2010.03.015&partnerID=40&md5=caf18266cb5c4d729cb310b0213f6257",2010,"Information and Software Technology","Context: Model-Driven Development (MDD) is an alternative approach for information systems development. The basic underlying concept of this approach is the definition of abstract models that can be transformed to obtain models near implementation. One fairly widespread proposal in this sphere is that of Model Driven Architecture (MDA). Business process models are abstract models which additionally contain key information about the tasks that are being carried out to achieve the company's goals, and two notations currently exist for modelling business processes: the Unified Modelling Language (UML), through activity diagrams, and the Business Process Modelling Notation (BPMN). Objective: Our research is particularly focused on security requirements, in such a way that security is modelled along with the other aspects that are included in a business process. To this end, in earlier works we have defined a metamodel called secure business process (SBP), which may assist in the process of developing software as a source of highly valuable requirements (including very abstract security requirements), which are transformed into models with a lower abstraction level, such as analysis class diagrams and use case diagrams through the approach presented in this paper. Method: We have defined all the transformation rules necessary to obtain analysis class diagrams and use case diagrams from SBP, and refined them through the characteristic iterative process of the action-research method. Results: We have obtained a set of rules and a checklist that make it possible to automatically obtain a set of UML analysis classes and use cases, starting from SBP models. Our approach has additionally been applied in a real environment in the area of the payment of electrical energy consumption. Conclusions: The application of our proposal shows that our semi-automatic process can be used to obtain a set of useful artifacts for software development processes. Â© 2010 Elsevier B.V. All rights reserved.","BPMN; MDA; Secure business processes; UML",,,,,,,"Article","Scopus"
"Code bubbles: Rethinking the user interface paradigm of integrated development environments","Bragdon A., Reiss S.P., Zeleznik R., Karumuri S., Cheung W., Kaplan J., Coleman C., Adeputra F., LaViola Jr. J.J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954725192&doi=10.1145%2f1806799.1806866&partnerID=40&md5=f036ace8d1c1f470c11afdc1f9f75477",2010,"Proceedings - International Conference on Software Engineering","Today's integrated development environments (IDEs) are hampered by their dependence on files and file-based editing. We propose a novel user interface that is based on collections of lightweight editable fragments, called bubbles, which when grouped together form concurrently visible working sets. In this paper we describe the design of a prototype IDE user interface for Java based on working sets. A quantitative evaluation shows that developers could expect to view a sizeable number of functions concurrently with relatively few UI operations. A qualitative user evaluation with 23 professional developers indicates a high level of excitement, interest, and potential benefits and uses. Â© 2010 ACM.","bubbles; concurrent views; debugging; human factors; integrated development environments; navigation; source code; working set","Association for Computing Machinery (ACM);IEEE Computer Society;Technical Council on Software Engineering (tcse);SIGSOFT;Computer Society - South Africa",,"32nd ACM/IEEE International Conference on Software Engineering, ICSE 2010","1 May 2010 through 8 May 2010","Cape Town",81137,"Conference Paper","Scopus"
"Eliminating dead-code from XQuery programs","GenevÃ¨s P., LayaÃ¯da N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954722631&doi=10.1145%2f1810295.1810363&partnerID=40&md5=93a7a37138be15c702cfb6d4a6535452",2010,"Proceedings - International Conference on Software Engineering","One of the challenges in web software development is to help achieving a good level of quality in terms of code size and runtime performance, for increasingly popular domain specific languages such as XQuery. We present an IDE equipped with static analysis features for assisting the programmer. These features are capable of identifying and eliminating dead code automatically. The tool is based on newly developed formal programming language verification techniques [4, 3], which are now mature enough to be introduced in the process of software development. Copyright 2010 ACM.",,"Association for Computing Machinery (ACM);IEEE Computer Society;Technical Council on Software Engineering (tcse);SIGSOFT;Computer Society - South Africa",,"32nd ACM/IEEE International Conference on Software Engineering, ICSE 2010","1 May 2010 through 8 May 2010","Cape Town",81137,"Conference Paper","Scopus"
"Evaluating consistency between BPEL specifications and functional requirements of complex computing Systems using the NFR approach","Vemulapalli A., Subramanian N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954435268&doi=10.1109%2fSYSTEMS.2010.5482355&partnerID=40&md5=ce21fc5943856d8908819a646d93546e",2010,"2010 IEEE International Systems Conference Proceedings, SysCon 2010","Complex computing systems are usually composed of several subsystems interacting with each other. The functional requirements of the system being developed can be captured by BPEL (Business Process Execution Language) specifications, which are obtained from UML (Unified Modeling Language) diagrams. The captured BPEL specifications can be simulated in an environment such as NetBeans. The functional requirements of a complex system are known to change throughout the development due to changes in client's needs. Consistency between the BPEL specifications and the functional requirements is important to ensure that the system developed based on BPEL specifications satisfies the client's needs. In this paper we employ the NFR Approach, where NFR stands for non-functional requirements, to evaluate this consistency. We apply this approach to an example complex system, namely, the elevator control system, by first listing the functional requirements, capturing the requirements in BPEL, and evaluating the consistency between them using the NFR Approach. Based on this evaluation we are able to determine changes needed to BPEL specifications to match the functional requirements, justify the reasons for changes to the BPEL, and keep historical record of changes performed to the specifications during the system development process. It is our belief that practitioners in both industry and academia will find the NFR Approach to consistency evaluation a significant aid during complex systems development. Â©2010 IEEE.","BPEL; Consistency; Functional requirements; NFR approach",,,"4th International Systems Conference, SysCon 2010","5 April 2010 through 8 April 2010","San Diego, CA",80932,"Conference Paper","Scopus"
"In situ software visualisation","Harward M., Irwin W., Churcher N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954339936&doi=10.1109%2fASWEC.2010.18&partnerID=40&md5=63753943cd0982e09e7c15e473b30d06",2010,"Proceedings of the Australian Software Engineering Conference, ASWEC","Software engineers need to design, implement, comprehend and maintain large and complex software systems. Awareness of information about the properties and state of individual artifacts, and the process being enacted to produce them, can make these activities less error-prone and more efficient. In this paper we advocate the use of code colouring to augment development environments with rich information overlays. These in situ visualisations are delivered within the existing IDE interface and deliver valuable information with minimal overhead. We present CODERCHROME, a code colouring plug-in for Eclipse, and describe how it can be used to support and enhance software engineering activities. Â© 2010 IEEE.","Code colouring; Software metrics; Software visualisation",,,"21st Australian Software Engineering Conference, ASWEC 2010","6 April 2010 through 9 April 2010","Auckland",80906,"Conference Paper","Scopus"
"Code bubbles: A working set-based interface for code understanding and maintenance","Bragdon A., Zeleznik R., Reiss S.P., Karumuri S., Cheung W., Kaplan J., Coleman C., Adeputra F., Laviola Jr. J.J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953966208&doi=10.1145%2f1753326.1753706&partnerID=40&md5=0df7c51f8e2c0d160856457c41c40058",2010,"Conference on Human Factors in Computing Systems - Proceedings","Developers spend significant time reading and navigating code fragments spread across multiple locations. The file-based nature of contemporary IDEs makes it prohibitively difficult to create and maintain a simultaneous view of such fragments. We propose a novel user interface metaphor for code understanding based on collections of lightweight, editable fragments called bubbles, which form concurrently visible working sets. We present the results of a qualitative usability evaluation, and the results of a quantitative study which indicates Code Bubbles significantly improved code understanding time, while reducing navigation interactions over a widely-used IDE, for two controlled tasks. Â© 2010 ACM.","bubbles; java; multi-view; simultaneous views; source code","ACM Spec. Interest Group Comput.-Hum. Interact. (SIGCHI)",,"28th Annual CHI Conference on Human Factors in Computing Systems, CHI 2010","10 April 2010 through 15 April 2010","Atlanta, GA",80836,"Conference Paper","Scopus"
"Refactoring UML models: Using OpenArchitectureWare to measure UML model quality and perform pattern matching on UML models with OCL queries","Enckevort T.V.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72249120667&doi=10.1145%2f1639950.1639959&partnerID=40&md5=00a177b706029cc73593d80d5902a805",2009,"Proceedings of the Conference on Object-Oriented Programming Systems, Languages, and Applications, OOPSLA","In object oriented software development, the Unified Modeling Language (UML) [20] has become the de-facto modeling standard. UML plays an important role for software factories, in which a high quality abstract UML model is the primary source of input used to generate a working system. While there are many tools that enable assisted refactoring of source code, there are few tools that enable assisted refactoring of UML models. In order to determine UML model quality for UML models used in code generation projects, a selection of quality metrics has been made. While there are a large number of metrics available to determine code quality, there are only a limited number of metrics applicable to UML models. Most model quality metrics have been derived from code quality metrics [16]. Syntactic and semantic model check rules have been implemented, that allow detection of undesirablemodel properties. The syntactic model checkers have been derived directly from the UML specification. The semantic model checkers have been derived from a range of anti-pattern descriptions. We have delivered a prototype that detects undesirable model features in order to test the model improvement capabilities. The prototype contains selected model quality metrics, syntactic and semantic model check rules. Both metrics and rules have been formulated in the Object Constraint Language (OCL) [21], which operates on UML models. The system is built using Open Source tools, allowing easy extensions of the prototype. The effects of suggested repair actions on the model are measurable through the selected model quality metrics and by subjective comparison. The prototype was able to improve model quality for four industry models both by metrics and subjective comparison. Copyright Â© 2009 ACM.","Metrics; Model quality; OCL; Semantic rules; Syntactic rules; UML","ACM SIGPLAN",,"OOPSLA 2009 Companion - 24th Annual ACM Conference on Object-Oriented Programming, Systems, Languages and Applications, OOPSLA 2009","25 October 2009 through 29 October 2009","Orlando, FL",78926,"Conference Paper","Scopus"
"Autumn leaves: Curing the window plague in IDEs","RÃ¶thlisberger D., Nierstrasz O., Ducasse S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73449114968&doi=10.1109%2fWCRE.2009.18&partnerID=40&md5=972619e6e46691d4e2589efc4624b3f4",2009,"Proceedings - Working Conference on Reverse Engineering, WCRE","Navigating large software systems is difficult as the various artifacts are distributed in a huge space, while the relationships between different artifacts often remain hidden and obscure. As a consequence, developers using a modern interactive development environment (IDE) are forced to open views on numerous source artifacts to reveal these hidden relationships, leading to a crowded workspace with many opened windows or tabs. Developers often lose the overview in such a cluttered workspace as IDEs provide little support to get rid of unused windows. AutumnLeaves automatically selects windows unlikely for future use to be closed or grayed out while important ones are displayed more prominently. This reduces the number of windows opened at a time and adds structure to the developer's workspace. We validate AutumnLeaves with a benchmark evaluation using recorded navigation data of various developers to determine the prediction quality of the employed algorithms. Â© 2009 IEEE.","Developer activity analysis; Development environments; Productivity; Program comprehension; Software navigation","Reengineering Forum",,"16th Working Conference on Reverse Engineering, WCRE 2009","13 October 2009 through 16 October 2009","Lille",78829,"Conference Paper","Scopus"
"Intelligent risk management tools for software development","Dhlamini J., Nhamu I., Kachepa A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-71049174205&doi=10.1145%2f1562741.1562745&partnerID=40&md5=faa28485b7ff8fcef973e88f18b4cd47",2009,"Proceedings of the 2009 Annual Conference of the Southern African Computer Lecturers' Association, SACLA 2009","Software tools have been used in software development for a long time now. They are used for, among other things, performance analysis, testing and verification, debugging and building applications. Software tools can be very simple and lightweight, e.g. linkers, or very large and complex, e.g. computer-assisted software engineering ( CASE ) tools and integrated development environments ( IDEs ). Some tools support particular phases of the project cycle while others can be used with a specific software development model or technology. Some aspects of software development, like risk management, are done throughout the whole project from inception to commissioning. The aim of this paper is to demonstrate the need for an intelligent risk assessment and management tool for both agile or traditional ( or their combination ) methods in software development. The authors propose a model, whose development is subject of further research, which can be investigated for use in developing intelligent risk management tools. Â© 2009 ACM.","Intelligent agents; Risk assessment; Software development; Software engineering tools","Centre of Excellence in Distributed Multimedia;Microsoft;Oracle;MasterSkill;ABSA",,"2009 Annual Conference of the Southern African Computer Lecturers' Association, SACLA '09","29 June 2009 through 1 July 2009","Port Alfred, Eastern Cape",77724,"Conference Paper","Scopus"
"Engineering of framework-specific modeling languages","Antkiewicz M., Czarnecki K., Stephan M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73549111312&doi=10.1109%2fTSE.2009.30&partnerID=40&md5=7b1600161fbe2a1668b0a86d2103e420",2009,"IEEE Transactions on Software Engineering","Framework-specific modeling languages (FSMLs) help developers build applications based on object-oriented frameworks. FSMLs model abstractions and rules of application programming interfaces (APIs) exposed by frameworks and can express models of how applications use APIs. Such models aid developers in understanding, creating, and evolving application code. We present four exemplar FSMLs and a method for engineering new FSMLs. The method was created postmortem by generalizing the experience of building the exemplars and by specializing existing approaches to domain analysis, software development, and quality evaluation of models and languages. The method is driven by the use cases that the FSML under development should support and the evaluation of the constructed FSML is guided by two existing quality frameworks. The method description provides concrete examples for the engineering steps, outcomes, and challenges. It also provides strategies for making engineering decisions. Our work offers a concrete example of software language engineering and its benefits. FSMLs capture existing domain knowledge in language form and support application code understanding through reverse engineering, application code creation through forward engineering, and application code evolution through round-trip engineering. Â© 2009 IEEE.","Application programming interface (API); Domain-specific language; Evolution; Feature model; Forward engineering; Framework-specific model; Framework-specific modeling language; Mapping; Object-oriented framework; Reverse engineering; Round-trip engineering",,,,,,,"Article","Scopus"
